OG	Model	wAIC	LRT	Coeff_inter	Coeff_slope	phyCorrelation	Category	binOne	binZero
OG0002781	fitBMS	0.287428512337529	0.667798680153899	1.63167807688064	-0.199373993301274	0.00390310052813619	ovulipar	15	24
OG0002783	fitBMS	0.194122111802159	1	-0.234327445578936	0.0954224556355684	0.00899885751059762	ovulipar	15	24
OG0002784	fitOU1	0.411251606169649	0.257450938210316	-1.11118404989017	0.191387258933501	0.00393742364875181	ovulipar	15	25
OG0002785	fitBMS	0.319837618305636	0.483497727572282	0.603999040617942	-0.0984180762399799	0.00790476667027036	ovulipar	15	25
OG0002792	fitBMS	0.334256622080791	0.430301522266864	1.16154972931518	-0.105003184386871	0.00825754512209626	ovulipar	13	23
OG0002794	fitOU1	0.325191789926047	0.462443821970307	0.248457785372241	-0.0151049203119165	0.00295633550672227	ovulipar	15	26
OG0002795	fitOU1	0.0963379469259029	1	-1.17388211003165	0.132540430507055	0.0123870268210282	ovulipar	15	24
OG0002796	fitBMS	0.396079120473038	0.282225556507912	0.069080746636394	0.0430820885575653	0.00380408732388287	ovulipar	15	24
OG0002797	fitOUM	0.0448747264955767	1	-1.26516108098943	0.336628637790647	0.0116801279982523	ovulipar	16	23
OG0002798	fitOU1	0.320071648390606	0.482541104242697	-0.872977375943031	0.436477717331235	0.00569320451445773	ovulipar	12	20
OG0002800	fitBM1	0.309854803764688	0.527914849641969	0.517924868659024	0.0584035391095754	0.001054040062197	ovulipar	17	23
OG0002802	fitBMS	0.29077090670383	0.641555021271995	0.650841389353004	-0.0989534380842765	0.00435509536189365	ovulipar	13	21
OG0002807	fitOUM	0.345980408902418	0.394023388395841	0.515125486137357	0.365505603913964	0.0146184697899431	ovulipar	16	7
OG0002820	fitOU1	0.552776938088352	0.119505172120169	2.15263739234315	-0.516113009753451	0.00892452348396631	ovulipar	16	24
OG0002821	fitOU1	0.359541611750615	0.357887761142921	1.5799150523745	-0.285155752996957	0.00511192521205082	ovulipar	16	25
OG0002825	fitBMS	0.298683597662483	0.588399095024205	1.40693641200296	-0.0491563353929555	0.00338333317721281	ovulipar	17	25
OG0002826	fitOU1	0.291674833471103	0.634901287257676	0.895597136275477	-0.0604028145189772	0.00208842602481824	ovulipar	15	25
OG0002827	fitBMS	0.198965086165731	1	0.694213967367621	0.10061907570235	0.00255884437733707	ovulipar	15	20
OG0002828	fitOU1	0.374828681632904	0.322968639830259	-0.0646878880873644	0.172174692032676	0.00346982994621326	ovulipar	16	20
OG0002829	fitOU1	0.283905370013948	0.698863059571094	0.300840840623994	0.0658608483684684	0.00105772201090765	ovulipar	17	25
OG0002830	fitOU1	0.627180731577158	0.081221808201148	1.92085045727764	-0.45574861003887	0.00717319701435559	ovulipar	14	25
OG0002833	fitOU1	0.500371632243151	0.156991016004841	-3.13861539355343	0.617432555364666	0.00552094755816027	ovulipar	14	25
OG0002835	fitOU1	0.310730463490418	0.523706947686128	0.952459175938124	-0.070162777169254	0.00385978942471608	ovulipar	15	25
OG0002836	fitOU1	0.308468780584915	0.534714239220432	1.07829690887019	-0.134656771880826	0.0028069731217475	ovulipar	17	24
OG0002838	fitOU1	0.361832823171706	0.352297601240217	0.318206998658977	0.00189979072776442	0.00218729716564051	ovulipar	14	23
OG0002842	fitBMS	0.572102108212855	0.108162487201203	2.22255041177703	-0.690222683898412	0.00772221175498765	ovulipar	15	24
OG0002844	fitBMS	0.346962330713152	0.39121482373749	0.479124391963556	0.0737085455969023	0.00508856563616844	ovulipar	17	25
OG0002847	fitBMS	0.224432121643174	1	-0.162496471802808	0.121489338291884	0.00346347984743305	ovulipar	13	25
OG0002849	fitBM1	0.321974444117474	0.474890311831872	-0.337351572181354	0.194765162981435	0.00178037184918555	ovulipar	17	25
OG0002851	fitOU1	0.3081151612383	0.536477128723071	0.32472958397308	0.0408504336505816	0.00136919047964118	ovulipar	16	25
