OG	Model	mean_expr	species_nr	sigma2	alpha	ovuliparity.sigma2	oviparity.sigma2	hemotrophic_viviparous.sigma2	ovuliparity.alpha	oviparity.alpha	hemotrophic_viviparous.alpha	ovuliparity.theta	oviparity.theta	hemotrophic_viviparous.theta	ovuliparity.theta.se	oviparity.theta.se	hemotrophic_viviparous.theta.se	theta	theta.anc	theta.se	theta.anc.se
OG0004298	BMS	0.0463027154116921	15	NA	NA	0.000333960039468921	0.00265779905404177	NA	NA	NA	NA	23261540.1271384	-23261540.1118601	NA	6573169.94167247	6573169.93735521	NA	NA	-0.441350749547346	NA	0.525572179260944
OG0004300	BMS	-0.148793343132053	23	NA	NA	0.00746543064392558	0.00397294322223784	0.0543853966858718	NA	NA	NA	-12764521.9214902	12791632.2366812	-27110.3126967016	10497663.5065303	10519959.2860496	22295.7774679853	NA	0.78328154598191	NA	0.944318204959271
OG0004302	BMS	-1.57719715059547	25	NA	NA	0.00734172027033898	0.00321984218227415	0.0605433898882212	NA	NA	NA	4329404.36104632	-4364136.3034475	34731.9409239335	11187900.6548117	11277653.7683411	89753.109712267	NA	-2.18312487437149	NA	0.946145393307551
OG0004303	OU1	0.725613592327966	26	0.104210480178291	0.00606388777739271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.120268698290167	NA	0.742101202608508	NA
OG0004310	BMS	-0.0713682826647274	18	NA	NA	0.00177000920181733	0.00594832449929241	0.0880608806467338	NA	NA	NA	-2971370.08408618	2972406.63422627	-1036.55013406173	11045259.5425132	11049112.6355317	3853.09299600792	NA	0.215198065774501	NA	0.865287555614965
OG0004311	BMS	-0.392473648384387	24	NA	NA	0.00450539292314278	0.0157636411355374	0.0507440438283231	NA	NA	NA	12391211.7180574	-12426917.2593434	35705.5416603118	14481554.5706361	14523283.4795087	41728.9093103392	NA	-2.3425890845387	NA	1.18243481425664
OG0004312	OU1	-0.986425584743184	19	0.0336713205869155	0.00492931956521412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.07445509625351	NA	0.565865127072929	NA
OG0004314	OU1	0.0336022547185833	27	0.0346203066937699	0.00490784771419203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.500211433225535	NA	0.488071041784323	NA
OG0004316	BMS	-0.362287577210432	25	NA	NA	0.00409005302571583	0.0353157520059012	0.149925192670219	NA	NA	NA	-1.0320303520815e-07	-3.53420090636273e-09	-2.78356366040418e-10	6.1682948565448e-08	2.11234032300938e-09	1.66369539177856e-10	NA	-1.29873286373189	NA	0.776233686075782
OG0004317	BM1	0.987203055770748	22	0.01160155713183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88432360696369e-08	0.362099434032417	9.0589433399144e-08	1.13726429600172
OG0004320	OU1	-0.26393822196993	22	0.0738385162933192	0.00444477388838508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.313886502928566	NA	0.730588155443538	NA
OG0004323	BM1	-0.292748378557026	22	0.0133119194877471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.46859245353874e-09	0.0937610847071317	9.82843714870578e-08	1.23386693513034
OG0004324	OU1	-0.627247851752083	29	0.0544602665522068	0.00998580787132964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.597358058228583	NA	0.355162953765847	NA
OG0004327	OUMV	-7.70571224607168	24	NA	3.54994218525981	3.54994218525981	13.6290117853154	1e-09	NA	NA	NA	-7.9908773799981	-9.0861057803267	11.9871594786244	0.703545140304364	1.32101113177337	3.91631453859185e-05	NA	NA	NA	NA
OG0004329	BMS	-0.873402155013152	25	NA	NA	0.00418058032790361	0.00381970620092351	0.0825428436275201	NA	NA	NA	-4504070.56204554	4521145.30049009	-17074.7372383292	10431703.1847961	10471249.3244397	39546.1368499833	NA	-0.183828088361639	NA	0.849720568983298
OG0004332	BMS	0.371192308456471	20	NA	NA	0.0105076923889012	0.00242471203058339	NA	NA	NA	NA	-20845027.9321516	20845027.9401953	NA	10845711.5730846	10845711.5772697	NA	NA	1.38736048394583	NA	1.00750754644343
OG0004333	OUM	-1.19477459406865	24	0.377202018820188	0.10608607065798	NA	NA	NA	NA	NA	NA	-0.488519034302436	-0.949574508580672	-4.11683775903033	0.471664604058396	0.373864325784202	0.769809070840707	NA	NA	NA	NA
OG0004334	OU1	-0.08598200994331	22	0.0464392351660702	0.006410258001627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.334908759287717	NA	0.47059328616004	NA
OG0004335	OUMV	-1.68848796209916	26	NA	0.196599098950687	0.196599098950687	0.0266229167302812	1.03861502302656	NA	NA	NA	-2.62927870265113	-1.30863173180917	-1.22555093341266	0.367285395663035	0.10989996352986	1.0675952917449	NA	NA	NA	NA
OG0004336	OU1	2.51953266577645	24	0.0353045368223774	0.00335601171901822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.20794352041495	NA	0.622053381116989	NA
OG0004337	OUM	1.13737555142555	23	0.137916630632496	0.0147522138515823	NA	NA	NA	NA	NA	NA	-1.12906695052466	2.93344610461572	3.41561615796219	0.74771529177766	0.822136112495198	1.58328100800252	NA	NA	NA	NA
OG0004338	OUM	-0.466435651974792	27	0.052373464936872	0.0119728182238562	NA	NA	NA	NA	NA	NA	1.0496437773606	-0.971704752534385	-4.15302299233704	0.531961870210404	0.45467974158284	1.43711934622847	NA	NA	NA	NA
OG0004339	BMS	-2.02123147818945	28	NA	NA	0.00955694993666735	0.0065470550734868	0.15019218394175	NA	NA	NA	16903513.8379682	-16991984.2792921	88470.4360255374	13174111.9058418	13243063.2200792	68951.3101081435	NA	-2.94307215724445	NA	1.08009899240831
OG0004340	OU1	-0.101993787986315	23	0.0749596893499819	0.00451438481329529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.288983948877317	NA	0.794498368552535	NA
OG0004341	OU1	0.465269323063852	24	0.059540781454533	0.0096766090429275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.610572953633759	NA	0.416986216891179	NA
OG0004342	BMS	-1.99156594472245	23	NA	NA	0.00309995549904178	0.00999508123927701	1.58260720961414	NA	NA	NA	16543888.1154002	-16543605.626121	-282.489279381256	11610917.2576459	11610718.9995566	198.258089403675	NA	-1.36113672257961	NA	0.984208960377834
OG0004350	BMS	-1.48106884405717	23	NA	NA	0.115359531502244	0.0217176939366983	0.0145799310301296	NA	NA	NA	-36566129.5660141	37366627.2715996	-800497.734878853	40547036.8331724	41434683.6893879	887646.888698097	NA	-1.97693460469882	NA	3.17156670816523
OG0004352	OU1	1.98904381733962	24	0.0705012218169167	0.00422503436257441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.668754652128682	NA	0.808840658732253	NA
OG0004353	BM1	-1.57575914813099	20	0.0173616011809007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.97143054163989e-08	-1.25181839789578	1.17324090951556e-07	1.47289252987567
OG0004360	BMS	-1.58635954291755	25	NA	NA	0.0358246730249821	0.00331398774752757	0.087344786121773	NA	NA	NA	-4404436.09613291	4474742.1644235	-70306.0682908392	21289495.0596691	21629329.8673205	339834.807651485	NA	-2.24649579474979	NA	1.63074996396372
OG0004362	OU1	-0.0206306720175087	24	0.0476989761721792	0.00633241436137912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.451177303881808	NA	0.482488736170046	NA
OG0004363	OUMA	-1.44391930731408	24	0.011836795042386	NA	NA	NA	NA	0.00307406704257935	0.0133016014419558	0.00504231775317768	-0.240192676348141	-0.984237586159769	-2.80010658080025	0.605087544757066	0.477848668347354	3.11238746869646	NA	NA	NA	NA
OG0004366	OU1	-1.44701376068822	27	0.0426035346387628	0.00474885006938037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.12482710335498	NA	0.538608130127997	NA
OG0004370	OUM	1.07131659345341	23	0.0666269823884152	0.00735521005915676	NA	NA	NA	NA	NA	NA	0.504696592794172	0.387271963472824	11.1050905487612	0.868554602289506	0.820536499239237	2.88866092307722	NA	NA	NA	NA
OG0004372	OUM	0.386151452458038	26	0.0756858892598559	0.0202859720195657	NA	NA	NA	NA	NA	NA	1.26636334665354	-0.381364005183201	NA	0.412521991128237	0.386613761947063	NA	NA	NA	NA	NA
